Player,Date,FDP,FDSal,FDP_1
Drew Eubanks,2019-04-03,2.175137392241481,3500.0,1.05628499420187
Drew Eubanks,2019-04-05,1.05628499420187,3500.0,-0.3982231232496248
Drew Eubanks,2019-04-07,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-04-10,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-10-23,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-10-26,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-10-28,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-10-31,-0.3982231232496248,3500.0,0.3290309354761226
Drew Eubanks,2019-11-01,0.3290309354761226,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-03,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-05,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-07,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-09,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-11,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-13,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-15,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-16,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-18,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-20,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-22,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-23,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-25,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-27,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-11-29,-0.3982231232496248,3500.0,5.503723276409326
Drew Eubanks,2019-12-01,5.503723276409326,3500.0,0.9723710643488992
Drew Eubanks,2019-12-03,0.9723710643488992,3600.0,-0.3982231232496248
Drew Eubanks,2019-12-06,-0.3982231232496248,3600.0,-0.3982231232496248
Drew Eubanks,2019-12-12,-0.3982231232496248,3600.0,-0.3982231232496248
Drew Eubanks,2019-12-14,-0.3982231232496248,3600.0,-0.3982231232496248
Drew Eubanks,2019-12-16,-0.3982231232496248,3600.0,-0.3982231232496248
Drew Eubanks,2019-12-19,-0.3982231232496248,3600.0,-0.3982231232496248
Drew Eubanks,2019-12-21,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-12-23,-0.3982231232496248,3500.0,-0.3982231232496248
Drew Eubanks,2019-12-26,-0.3982231232496248,3500.0,2.287022632045442
Drew Eubanks,2019-12-28,2.287022632045442,3500.0,-0.3982231232496248
Drew Eubanks,2019-12-31,-0.3982231232496248,3500.0,
Drew Eubanks,2020-01-02,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-04,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-06,-0.46434274771296336,3500.0,0.034319710348968246
Drew Eubanks,2020-01-08,0.034319710348968246,3500.0,0.034319710348968246
Drew Eubanks,2020-01-10,0.034319710348968246,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-12,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-15,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-17,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-19,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-20,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-22,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-24,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-26,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-27,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-01-29,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-02-01,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-02-03,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-02-04,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-02-06,-0.46434274771296336,3500.0,0.08418595615516145
Drew Eubanks,2020-02-08,0.08418595615516145,3500.0,-0.46434274771296336
Drew Eubanks,2020-02-10,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-02-11,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-02-21,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-02-23,-0.46434274771296336,3500.0,-0.46434274771296336
Drew Eubanks,2020-02-26,-0.46434274771296336,3500.0,2.42789950904624
Drew Eubanks,2020-02-29,2.42789950904624,3500.0,1.6300395761471496
Drew Eubanks,2020-03-02,1.6300395761471496,3500.0,1.6300395761471496
Drew Eubanks,2020-03-03,1.6300395761471496,3500.0,2.2284345258214673
Drew Eubanks,2020-03-06,2.2284345258214673,3500.0,0.014373212026490964
Drew Eubanks,2020-03-08,0.014373212026490964,3500.0,-0.46434274771296336
Drew Eubanks,2020-12-23,-0.46434274771296336,3600.0,-0.46434274771296336
Drew Eubanks,2020-12-26,-0.46434274771296336,3600.0,-0.46434274771296336
Drew Eubanks,2020-12-27,-0.46434274771296336,3600.0,3.524956916782489
Drew Eubanks,2020-12-30,3.524956916782489,3600.0,
Drew Eubanks,2021-01-01,1.4543333856845522,3500.0,1.3280120042675247
Drew Eubanks,2021-01-03,1.3280120042675247,3500.0,-0.721201516497583
Drew Eubanks,2021-01-05,-0.721201516497583,3500.0,-0.721201516497583
Drew Eubanks,2021-01-07,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-09,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-10,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-12,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-14,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-16,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-18,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-20,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-22,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-24,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-27,-0.721201516497583,3600.0,-0.721201516497583
Drew Eubanks,2021-01-29,-0.721201516497583,3600.0,-0.5527730079415467
Drew Eubanks,2021-01-30,-0.5527730079415467,3600.0,0.4577980433946709
Drew Eubanks,2021-02-01,0.4577980433946709,3500.0,0.9069407328774342
Drew Eubanks,2021-02-03,0.9069407328774342,3500.0,2.8017614541328424
Drew Eubanks,2021-02-06,2.8017614541328424,3500.0,0.9490478600164434
Drew Eubanks,2021-02-08,0.9490478600164434,3700.0,1.173619204757825
Drew Eubanks,2021-02-09,1.173619204757825,3700.0,1.299940586174852
Drew Eubanks,2021-02-12,1.299940586174852,3600.0,0.008655353911907526
Drew Eubanks,2021-02-14,0.008655353911907526,3600.0,-0.45171590280792495
Drew Eubanks,2021-02-20,-0.45171590280792495,3516.96,
